track_id,vae_cluster,tsne_1,tsne_2
134935,6,14.01429,-60.713474
134936,6,14.813587,-33.011044
134937,4,11.451557,-4.134554
134938,0,-25.133245,-40.70036
134939,6,-14.063892,-49.75652
134940,6,-6.091186,-68.270164
134941,0,6.639606,25.680616
134942,6,22.249668,-58.327694
134943,3,41.72092,-17.667904
134947,1,21.91756,2.340974
134948,4,15.347728,-0.44272116
134949,6,-4.432326,-69.70977
134950,6,23.567581,-10.313097
134951,6,11.604184,-68.5989
134952,4,19.960054,15.841246
134956,3,-20.18315,-48.839985
134959,1,29.358068,-4.15682
134962,6,-19.297392,-53.733963
134979,2,-29.206882,-5.720056
134981,2,-68.64048,31.76253
135010,2,-33.63843,1.7139173
135028,1,9.003447,-33.74207
135039,0,31.434454,4.9388547
135043,1,53.037266,2.4215589
135044,1,34.22083,0.089550525
135054,5,60.377964,32.784874
135089,5,-17.966114,77.97537
135091,1,19.28537,0.8013965
135092,2,-56.5654,37.393135
135219,0,-14.266015,38.546093
135220,0,6.37149,27.452612
135221,0,-26.732674,14.345976
135222,4,14.380519,0.5728636
135223,2,-5.1146173,13.8454895
135224,4,21.960482,22.459137
135225,0,-1.3633382,26.447943
135226,2,-10.220253,8.199293
135227,4,14.9075985,0.9989431
135228,2,-20.065807,30.958073
135229,4,31.896444,63.984585
135336,1,70.95319,-2.9916606
135337,4,65.93282,-21.766178
135338,1,74.46076,-8.878025
135339,1,65.332214,-22.583893
135340,1,59.73611,-20.770903
135341,1,48.02807,-27.178612
135342,1,31.363358,2.0328774
135363,0,-13.171537,41.759174
135364,0,-16.261635,38.346092
135365,6,10.864836,-55.620255
135368,0,9.783361,-33.26754
135369,0,-1.4343185,42.88519
135370,6,12.166128,-12.983567
135371,0,10.308901,-39.78776
135372,6,15.487836,-61.90708
135373,6,15.037884,-62.049145
135374,6,41.874256,-37.288933
135375,6,28.811,-49.636642
135986,5,0.91736007,74.376785
135989,5,41.116524,27.33689
135990,5,43.662827,27.514828
136054,3,-49.30401,-27.830305
136091,3,-35.544765,-42.63402
136094,3,-40.56495,-5.923432
136134,0,-24.686687,23.264833
136137,2,-47.334763,4.5761657
136138,2,-65.17129,-3.7528367
136275,3,-52.29145,-37.48396
136276,2,-56.48386,0.83251905
136320,2,-40.4586,36.294792
136321,6,39.402416,-53.717335
136322,1,30.713419,-2.0071738
136323,1,8.854242,-33.798653
136324,2,-64.77517,24.678766
136331,2,-48.41622,34.38385
136404,3,-49.63761,-39.92264
136424,6,30.293877,-68.60141
136449,3,-3.6264071,6.8452682
136465,1,48.995876,-0.7679001
136466,1,51.260883,-3.369991
136467,5,41.43366,47.642868
136468,5,50.36119,36.439346
136469,5,-9.48389,-10.510189
136705,3,-41.934345,-42.599064
136706,0,-7.1419134,48.287945
136707,3,-40.030098,-51.799286
136708,3,-46.152523,-8.952242
136709,3,-36.219257,-48.619446
136928,4,67.70903,2.5082233
136994,2,-30.03873,-2.9938588
136995,2,-32.699146,2.9208758
137054,0,76.024506,12.686726
137151,0,-1.3974509,38.942326
137152,4,18.250706,23.16848
137166,3,-30.718002,21.754347
137167,2,-65.519966,4.563246
137168,4,-59.22774,27.221943
137169,6,-3.1887064,-79.358864
137170,2,-64.23582,9.55084
137171,0,-41.56524,60.82423
137172,2,-68.17493,20.225168
137173,0,-23.777967,30.238722
137174,6,-16.204199,-45.03219
137175,2,-52.66712,25.220827
137176,2,-62.925804,-2.5688906
137211,5,-24.16003,71.013725
137212,2,-50.180065,0.13280621
137213,0,-29.94029,71.111305
137214,3,-51.904984,-4.151501
137356,3,-48.75534,-37.82876
137417,3,-14.778823,-56.38559
137418,6,20.6633,-44.951958
137419,6,15.105323,-57.62372
137423,6,28.881979,-57.479286
137424,6,42.667088,-37.967106
137425,6,15.730536,-57.545193
137426,6,26.68204,-18.514982
137462,1,27.858566,-18.015127
137463,1,33.996212,-25.611834
137484,6,9.717083,-14.61413
137500,2,-62.309635,-18.50032
137551,1,53.775776,8.195013
137561,2,-64.70157,-5.3211827
137563,5,-37.985798,26.35963
137567,2,-55.780075,-14.439403
137593,3,-42.760284,-37.163567
137605,3,-53.007843,-21.010618
137624,3,-53.285046,-20.499472
137627,0,-20.287762,52.567364
137630,2,-53.328087,46.16584
137631,0,-25.099848,35.142426
137632,5,-30.957506,-13.0016985
137715,3,-16.403152,-32.452003
137716,3,-49.921074,-22.669987
137717,3,-16.854801,-33.264988
137719,2,-64.470955,-7.1550198
137720,3,-48.744915,-51.507713
137721,3,-52.4944,-26.687996
137722,3,-53.54181,-41.83107
137723,3,-53.159,-43.052116
137724,3,-45.141907,-35.226948
137725,3,-46.553337,-25.664583
137740,3,-37.090366,-54.545563
137895,1,47.90616,-0.9129216
137896,1,29.467089,-16.313343
137898,1,45.548,-0.9366896
137899,1,62.479805,17.340153
137900,0,8.096382,-31.725065
137901,5,32.262783,23.190746
137907,0,-29.755451,15.058263
137935,3,-42.486736,-15.442989
137990,3,-16.272207,-8.2646475
137998,2,-51.993267,25.26374
138010,3,21.979488,-36.42498
138015,0,-28.898684,42.15632
138016,0,-9.31574,33.14298
138017,5,-6.5986457,-2.064471
138018,4,18.114225,64.089195
138019,2,-44.96425,39.40451
138020,4,33.071022,54.129574
138021,2,-68.75309,18.804403
138022,0,-23.342375,66.74379
138023,5,-41.39049,40.207546
138024,0,-33.466007,7.3571057
138025,2,-53.86479,40.022305
138026,4,6.612591,26.289408
138038,3,-42.887127,-11.41929
138039,6,-5.7308087,-53.20817
138040,6,7.9050937,-42.71675
138041,6,-8.3229475,-47.28064
138053,3,7.9294233,-27.710596
138060,2,-23.06044,53.10478
138061,0,-34.315113,67.71466
138062,1,35.44417,-3.6963968
138063,1,20.451824,-6.641692
138064,3,-29.969368,-48.65698
138065,3,-23.46683,-56.91099
138066,6,-17.796371,-44.817554
138067,1,22.756544,1.7583058
138068,3,-31.13957,-26.886824
138069,2,-12.178638,14.912754
138070,6,-18.237951,-45.126366
138071,6,32.444244,-40.62066
138207,3,-51.326363,-40.322613
138210,3,-54.45385,-31.903532
138211,2,-61.323982,-17.168676
138212,6,14.087944,-33.45208
138213,1,47.386574,1.0990369
138215,5,22.465406,-23.27724
138216,5,5.2215066,-10.236839
138217,5,-2.4471061,-11.570046
138218,1,59.963577,-6.0545225
138256,2,-60.255142,-11.324473
138282,3,-46.89593,-27.754118
138306,3,-47.76075,-32.06113
138311,3,-37.66923,-39.325115
138317,3,-26.251911,19.478365
138318,0,-21.025671,13.434134
138319,0,-21.303114,26.17737
138320,3,-22.113243,7.826232
138351,6,-12.35555,-59.05294
138355,3,-23.415455,-55.57149
138406,6,-7.289568,-47.324738
138410,0,37.958008,36.989376
138413,3,-15.8192625,-6.1507897
138414,0,-11.294926,34.078506
138415,0,-15.017191,-4.2140493
138416,0,-11.070001,46.580494
138578,5,21.765528,-22.778975
138579,1,46.432495,16.221186
138580,5,47.31055,34.68818
138581,5,48.207962,31.435846
139003,2,-68.81634,27.79108
139043,6,2.9186263,-46.830708
139110,3,-34.876675,-40.789036
139112,3,-35.33407,-39.768375
139117,3,-23.237164,0.53632116
139123,3,-36.326443,-43.471333
139226,1,67.10468,-22.943909
139329,1,28.72964,-2.9893732
139330,5,21.459356,30.41011
139461,6,1.7624545,-75.73091
139485,6,6.2584324,-78.48493
139491,6,-69.49413,27.610062
139520,0,-20.970432,45.83016
139521,0,-9.560307,45.772198
139522,0,-10.138433,47.731068
139523,0,6.212687,38.39285
139524,0,-10.239,42.577896
139532,2,-65.95482,34.813793
139534,2,-57.97402,43.838165
139536,2,-68.20562,33.59783
139537,2,-68.07798,34.265182
139637,2,-70.936874,7.175284
139638,2,-61.318462,31.617466
139663,5,7.802879,7.7345257
139681,2,-45.363495,38.019733
139687,2,-54.751625,40.72761
139688,6,3.8073134,-68.8708
139769,3,-15.890885,-54.023556
139770,3,-19.213978,-61.00443
139771,2,-58.14902,-10.184282
139772,2,-62.50349,-17.473877
139773,2,-48.169014,31.062807
139774,6,2.0764318,-59.33616
139775,2,-10.235767,16.72276
139776,2,-47.454033,26.54233
139777,5,6.9587073,53.751743
139804,1,72.86347,15.257722
139862,6,34.67432,35.254852
139876,0,-31.38413,23.270702
139933,5,49.967445,34.06151
139934,5,-33.442516,-14.067668
139935,5,51.206272,37.135426
139936,5,33.071236,12.879229
139937,5,43.66494,16.835165
139954,6,6.4147677,-79.08314
139990,2,-57.77667,3.4783385
139991,2,-36.890152,-0.4334774
139992,5,43.299236,24.692835
139993,2,-45.031033,21.20325
139994,5,6.8220625,70.95768
139995,1,38.2381,34.680664
140043,2,-63.910038,8.884388
140134,3,-4.7468324,-34.971397
140135,3,-51.239555,-52.788616
140258,0,-25.6884,22.11728
140259,0,-9.266031,48.382523
140260,6,30.54133,-64.86594
140261,4,12.378335,27.2904
140262,6,27.38614,-63.064487
140263,6,35.109188,-56.89609
140266,3,28.463013,-37.792774
140316,0,-40.15056,64.50183
140344,2,-0.17661178,-7.7872195
140421,1,18.275837,43.81253
140564,5,58.77189,39.9669
140565,1,29.786478,-4.2183723
140566,5,72.637245,23.543818
140576,2,-62.57225,-16.583725
140583,5,-3.7239394,1.3060064
140584,6,19.253784,-28.584234
140609,6,26.872284,-21.56026
140620,5,45.774902,34.103107
140621,6,27.171183,-21.309124
140623,1,43.26059,-11.235366
140625,5,49.926975,34.414787
140626,5,23.384794,-22.901262
140788,2,-62.833458,29.943275
140789,2,-20.652567,-17.602638
140790,2,-49.066933,13.328539
140791,1,34.371143,-32.083878
140794,5,-31.008215,-16.750168
140871,0,-6.6694517,62.99128
140872,0,-7.6781874,62.661163
140873,0,-2.6899102,61.517933
140874,0,-7.151477,62.57636
140875,0,-8.17163,63.140118
140922,6,22.9658,-66.69865
140923,5,24.852911,-25.429653
140924,6,5.1970177,-70.02715
140925,6,39.586784,-30.740223
140926,6,6.6901107,-69.78485
140933,5,15.687434,-14.088967
140934,1,27.979025,-16.765625
140935,6,8.842021,-69.76881
140939,6,17.079334,-40.844917
141074,3,-41.092358,-14.50305
141137,4,21.888044,51.225002
141139,2,-48.595974,13.358557
141141,2,1.1258801,-63.72041
141143,6,-26.465675,-34.591972
141144,0,0.1682279,67.33807
141164,1,54.41655,-7.060757
141166,5,11.965866,-17.569054
141167,6,23.424976,-46.24239
141168,1,59.77963,3.420742
141173,3,-39.00162,-50.26437
141179,3,-3.5467696,3.7398722
141180,1,69.13051,-10.535122
141181,3,-0.9838588,-2.1616912
141182,2,-43.174763,26.003897
141264,3,-35.41944,-65.27145
141282,1,46.91623,5.9586034
141283,6,5.0105515,-53.605556
141284,2,-40.981983,19.327171
141285,5,15.1355715,62.31831
141286,1,17.578295,9.731854
141287,4,25.399126,23.010143
141288,6,22.185392,-51.8948
141289,6,-6.140958,-57.620068
141290,1,28.800327,-17.135353
141291,5,-1.5795765,-9.844051
141292,2,-14.874779,1.6547213
141293,6,5.275673,-54.59104
141295,6,-4.025801,-56.410748
141296,5,-9.427402,3.8899593
141297,2,15.700911,17.979786
141299,5,-4.850289,74.16314
141300,2,-50.47735,52.455513
141303,6,17.372469,-49.937065
141304,1,56.15266,0.6536471
141310,1,61.04596,-3.7626512
141375,1,56.13612,-2.1738136
141561,1,65.70182,-11.875118
141562,1,74.488335,-2.5584793
141564,1,68.31043,-10.012864
141566,6,28.707018,-49.48674
141567,6,28.068897,-48.92139
141568,0,26.293154,37.44699
141569,1,67.76627,-2.0603168
141590,1,40.881584,20.117167
141591,5,54.26687,34.489014
141592,1,72.26812,6.847988
141593,5,-0.9492425,-24.597548
141594,5,-37.07933,-11.654696
141616,2,-13.582726,2.4181705
141617,6,36.399044,-48.87875
141618,6,11.337536,0.57782537
141619,5,0.31197706,-21.647665
141735,1,53.569782,3.09775
141873,5,-30.782991,-13.774866
141874,3,-56.485394,-19.648823
141875,5,-6.9749827,-17.7208
141876,0,-23.916769,67.30049
141877,3,-59.231804,-16.680363
141878,3,-59.84769,-18.435638
141894,1,56.89346,-17.326675
141901,6,16.620768,-34.552067
141902,5,-2.7892127,-18.066376
141903,1,35.01218,19.773993
141972,4,18.13183,1.1773012
142078,6,38.019215,-63.86836
142079,6,36.654266,-37.18392
142080,4,17.326279,0.5368755
142081,1,71.54587,-6.336333
142082,1,65.86192,18.224691
142083,1,45.61385,-5.513395
142084,1,43.891346,-12.442997
142085,1,55.24497,-20.151754
142086,1,60.022205,-2.7301702
142087,1,53.284283,-15.995118
142088,1,45.19542,11.723193
142089,1,52.668022,10.152249
142091,1,59.953697,-9.900166
142092,1,0.6758459,-0.20157336
142093,1,-0.5335631,28.986197
142094,6,-0.6823538,-65.36192
142096,2,-54.726585,16.901197
142097,2,-53.63647,28.166964
142098,2,-60.22057,32.774445
142128,3,-22.910711,-2.8018937
142129,0,-1.5982391,40.20848
142132,0,-24.433893,38.44261
142133,0,-24.690332,38.078583
142358,1,26.876537,-21.606358
142359,3,-10.953258,-21.579285
142360,1,-6.498133,-17.908209
142361,1,56.477406,-2.6123307
142362,5,-20.799992,-6.7366734
142381,3,-10.592016,-31.45739
142402,3,-39.12423,-6.7435837
142418,3,-31.537369,-19.412388
142433,2,-50.040462,18.022575
142511,2,-53.233677,-1.6083765
142516,0,-27.581715,62.502773
142517,0,-17.134108,64.8255
142519,0,-28.152332,64.47307
142528,0,-10.618828,40.222637
142529,6,11.914073,-40.01258
142530,0,-23.034954,20.775723
142531,2,8.432883,0.427098
142532,0,-29.413612,63.765686
142533,6,21.945103,-46.23617
142534,6,17.207014,-53.162457
142535,6,16.777027,-31.678238
142536,6,29.647533,-47.91835
142537,6,20.587688,-44.70976
142538,6,33.164883,-44.910824
142539,0,31.658068,38.04399
142549,3,-41.0808,7.140164
142550,1,24.913784,-5.8329906
142551,2,-43.82451,11.847433
142552,5,-2.8313844,-18.01218
142553,1,16.694096,9.530419
142563,5,44.143333,26.031513
142564,1,65.47365,8.606736
142565,1,34.47966,17.684088
142566,1,58.821907,-5.3123465
142567,1,51.53745,-3.3847668
142568,1,47.368824,0.43823275
142569,1,56.240326,0.3056622
142570,1,54.856472,-2.2148547
142571,1,47.540302,1.3487483
142572,5,37.835297,22.150595
142573,1,26.956287,-5.753644
142574,1,32.34099,-0.099506326
142575,3,-30.343246,-13.999325
142576,5,-0.6721568,-17.574947
142577,6,13.895176,-41.231117
142579,6,31.636972,-58.235565
142641,4,16.507397,12.927402
142666,1,12.109242,47.718037
142668,1,52.305027,12.908501
142669,1,38.368877,33.92657
142670,5,41.713673,28.39217
142671,5,55.073944,29.493471
142672,1,26.743853,-25.424082
142947,3,-44.298786,-28.733309
142948,3,-23.370644,5.765728
142949,3,-43.22719,-27.838161
142950,5,-14.322344,-16.62001
143039,1,57.325928,-20.233044
143046,5,21.19852,-22.08389
143055,1,61.487534,16.260628
143056,5,59.628654,30.44964
143057,1,31.62319,-17.671642
143058,1,66.11904,7.0457344
143059,5,12.200344,56.692158
143061,1,75.26569,17.837458
143060,1,66.3718,19.401253
143095,3,-54.275005,-30.818802
143097,2,-47.523857,6.4816284
143098,2,-53.95392,-2.9010239
143099,2,-61.83882,-6.402099
143106,3,-50.849358,-44.55717
143186,5,3.0842447,4.299111
143214,3,1.0788716,-32.21414
143215,3,-43.116425,-40.426666
143216,5,-13.45034,-16.014597
143217,3,33.401478,-6.0738735
143218,0,-10.188527,40.951923
143219,1,34.492023,3.4817393
143220,3,-51.886703,-43.2906
143221,3,-15.653453,-33.707188
143237,3,-21.955462,6.602842
143239,2,-30.580965,-26.736448
143290,1,69.14549,-5.6662574
143295,3,-25.939215,-4.6881733
143296,1,-0.92355514,1.6000291
143299,3,-9.336324,-23.038435
143300,2,-49.07737,8.437284
143303,2,-9.217082,18.229717
143304,1,33.849625,-4.3462453
143305,1,68.63588,17.378548
143306,0,-20.46758,61.815243
143307,1,63.309246,16.482965
143308,5,39.875744,48.768215
143309,1,54.201305,3.6279948
143318,6,9.600434,-73.53009
143319,6,-19.838825,-63.74879
143532,6,15.372612,-71.49207
143941,0,-72.63347,12.977843
143989,3,-40.599236,-41.437515
143995,3,-25.891365,-61.474667
144170,1,40.704815,-24.824259
144171,6,13.814392,-56.34333
144172,1,44.321884,-4.498915
144173,1,53.469994,-27.083275
144179,1,34.077682,-17.092066
144180,0,5.982686,-29.700481
144181,1,31.446278,2.0716844
144182,3,-25.357595,-45.174828
144212,5,36.445877,21.9416
144213,5,38.345585,3.1227722
144214,5,0.37428197,59.51061
144215,5,1.8573744,-20.762571
144216,1,41.179035,-2.553351
144423,5,57.228504,41.88358
144424,5,3.435419,-6.268367
144454,2,-62.53532,37.107834
144465,2,-35.785088,-20.898827
144466,2,-36.63584,-10.227669
144467,5,5.4888463,-14.067534
144468,5,4.201705,54.944412
144469,2,-53.896606,47.25071
144470,5,5.4259853,55.69844
144471,5,39.95194,27.546875
144472,5,3.940125,59.732788
144473,5,-38.024483,28.02074
144474,2,-41.85493,29.70394
144475,2,-40.128185,33.56655
144476,2,-73.71739,21.054214
144477,2,-27.183096,49.239014
144487,2,-22.588451,29.245285
144492,5,-22.191004,78.04658
144542,4,20.137386,16.115616
144543,1,49.72486,-6.318833
144544,6,36.276833,-45.300858
144545,6,12.038985,-38.505096
144546,4,57.26134,-12.892102
144547,6,28.968302,-52.57244
144548,6,7.4870634,26.402447
144549,6,42.76646,-40.87495
144550,1,25.262527,-5.610868
144551,6,24.081097,-17.847034
144552,6,12.345477,-3.5602355
144587,1,35.755947,-6.8395243
144592,2,-34.551865,-32.193054
144600,6,-6.3650947,-71.62047
144733,6,8.49266,-41.84382
144740,6,23.312609,-46.763412
144741,6,19.07953,-51.96218
144801,6,-17.660568,-41.049942
144809,4,34.41283,61.90131
144810,4,-21.858362,33.202213
144933,1,18.68261,7.717654
144934,3,-52.531006,-26.54777
144935,1,36.535286,-1.1911349
144936,1,32.94763,-39.717915
144937,1,46.34002,-0.15441142
144938,1,58.768623,-6.911906
144939,6,43.841377,-38.09676
144940,6,29.280926,-51.490078
144941,1,75.38868,1.7950422
144942,1,9.391081,-27.374573
144943,6,33.194336,-45.702366
144944,3,1.9154657,-46.218845
144945,6,32.47191,-43.276653
144946,1,10.465563,4.8341417
145002,0,-22.720968,63.361824
145003,6,-24.659992,-24.813763
145004,2,-0.09258705,-7.7636
145005,0,-4.04348,20.81936
145020,3,-34.75099,-47.90672
145027,2,-9.58325,8.642489
145041,5,28.66449,16.335173
145042,2,-42.45985,17.394363
145043,3,-55.173477,-3.7264318
145058,2,-40.032345,34.210083
145059,2,-44.061577,16.960106
145067,3,-23.334225,-64.59206
145068,3,-23.334879,-64.6046
145074,4,-56.664207,26.586912
145183,6,24.721128,-72.96983
145189,2,-49.64473,29.005362
145199,0,-12.81013,34.05853
145241,5,-30.89082,-15.650303
145257,3,33.031464,-33.30735
145258,6,30.951307,-57.097404
145259,6,19.409975,-50.324535
145260,5,3.98162,-13.442412
145431,2,-33.744556,37.47671
145432,6,19.610228,15.278007
145457,0,-14.4417515,48.7516
145458,0,-29.491762,62.491894
145462,6,3.3285003,-63.47597
145464,2,-9.616515,16.665268
145475,2,-69.326866,32.779697
145476,5,-37.392075,41.37121
145477,5,32.268944,30.48969
145549,5,50.14643,38.96426
145550,0,-26.183472,14.043375
145551,0,-31.591509,11.800527
145552,0,-3.2151153,47.52036
145553,0,-9.235293,62.04114
145554,0,-2.843368,47.882683
145555,0,-10.804172,35.51376
145556,2,-70.549355,13.15282
145606,6,17.218042,-62.028088
145607,6,16.13273,-59.750893
145608,6,16.078535,-60.411545
145609,6,16.477581,-56.97648
145610,6,61.77192,-31.23283
145645,1,29.1732,-31.628216
145646,0,23.383226,34.711014
145653,1,4.6402254,8.14806
145702,1,18.68261,7.717654
145703,1,75.226204,1.7616912
145704,6,28.751883,-69.00946
145705,1,51.03951,-24.42928
145706,1,47.086952,-13.054759
145707,1,58.768623,-6.911906
145708,5,38.601177,21.615862
145709,1,66.39144,-16.701832
145710,2,-42.691673,10.663474
145711,1,46.002907,-29.884985
145724,5,-3.1014812,-15.131528
145727,1,26.702173,-27.999222
145728,5,6.5378337,-13.988835
145729,5,52.546562,32.118248
145730,5,54.531364,43.64808
145741,5,65.068924,21.264769
145742,1,47.082855,1.5246962
145743,6,9.087066,-0.49251685
145744,1,66.386215,-1.150058
145745,1,31.552307,-25.621302
145746,1,62.648853,17.682304
145747,5,59.172558,19.640522
145748,1,49.57711,16.689331
145749,1,23.62662,-19.149763
145750,1,52.325455,18.136137
145752,5,1.7565223,-21.23531
145751,1,52.19954,-4.2741084
145754,1,52.314953,-9.221491
145755,4,62.46381,-1.0371212
145756,6,24.515123,-45.095325
145757,1,69.324585,-3.8651116
145758,6,37.017097,-52.912457
145759,4,42.61404,-28.253607
145760,1,61.24956,18.811192
145761,5,-34.612972,-11.764628
145777,0,-13.812709,50.474075
145762,0,-15.38983,47.26906
145780,3,-13.188832,-14.476
145783,3,-35.553036,-59.692318
145917,5,-1.8231163,-6.524275
145887,0,-15.297414,46.10751
145918,5,-1.9360769,-6.953856
146017,3,-41.28557,-30.875994
146018,3,-31.030907,-26.317293
146019,2,-50.41848,5.517061
146020,2,-51.135624,4.4773
146070,6,-9.325681,-67.7969
146147,1,46.924488,-0.029254688
146148,6,7.064891,-73.476814
146149,1,36.63806,-15.284906
146150,1,46.018856,-14.681595
146152,1,46.438507,-32.741447
146151,1,25.100668,-24.113846
146153,1,22.02348,-5.414943
146343,2,-45.74659,44.86267
146478,6,6.8860207,-79.421555
146458,1,74.28443,13.914624
146481,6,-5.2465,-56.256584
146482,3,-22.429157,-54.931053
146483,3,-18.962885,-47.225468
146681,2,-41.511387,14.183028
146639,5,-10.230585,-6.8917384
146683,1,44.099003,16.054
146685,1,27.060806,-22.086817
146689,1,25.20654,-21.458765
146687,1,53.160614,-2.9734097
146713,1,56.385117,-20.805195
146716,1,47.55222,-0.71237123
146725,1,49.837994,-16.70403
146724,1,49.03539,-16.18037
146726,2,8.062721,6.684541
146727,1,9.168017,5.9186206
146879,5,7.2123423,-48.135822
146961,5,-12.020191,-6.5446596
146968,0,-10.6,-2.5489607
146969,6,8.282953,-4.2221336
146988,3,-35.14627,-45.772198
146970,0,-0.2934752,4.118662
146989,2,-41.841362,18.394398
147020,6,8.127265,-57.253113
147021,1,64.619774,-4.9072104
147022,1,54.614468,-7.1924624
147023,1,31.50657,-25.983843
147024,1,46.68786,-6.449981
147059,4,31.122747,14.278405
147086,2,7.1415386,-2.1873386
147085,6,29.809546,-45.7838
147087,6,22.875444,-63.4065
147126,2,-38.01916,44.8032
147261,1,49.90692,-18.25807
147191,6,-0.82245445,-62.059456
147265,1,50.28166,-9.076996
147267,1,62.973606,-10.058612
147268,1,75.8645,-3.3715947
147269,1,61.80724,6.7943974
147295,3,-19.905085,-51.76585
147309,2,-19.91156,33.573627
147409,6,-7.827206,-69.03877
147412,6,2.5228207,-75.65501
147413,6,-4.830271,-69.70844
147780,5,20.180334,-21.702816
147815,6,3.5674026,-70.351006
147886,1,60.919033,-5.109908
148002,4,12.2316675,25.111788
147956,3,-24.963938,-55.01643
148028,1,70.841255,10.09067
148031,1,68.32684,-6.2863674
148032,3,55.72495,-17.114964
148066,1,27.449484,-24.364412
148070,1,44.66226,18.630304
148074,1,60.621082,7.599249
148076,1,51.597473,17.572453
148075,5,39.275394,20.044859
148077,1,32.31881,17.411087
148078,5,32.639935,23.787338
148079,5,48.303154,31.256315
148099,0,-36.55721,56.781055
148082,3,-44.543118,-39.416645
148112,2,-48.38494,34.866283
148113,3,-31.401354,-19.391838
148120,5,-2.1085389,-19.123304
148114,3,32.744476,-22.893055
148121,1,32.372948,-8.539103
148124,0,4.645206,68.05103
148131,6,41.15973,-44.760914
148130,1,50.72037,-5.454834
148132,1,56.618996,-8.867966
148133,1,44.694405,-31.976915
148186,5,-6.7665925,-4.964698
148168,1,24.075026,-1.6298654
148187,0,-12.716805,49.48252
148190,0,-29.047747,17.97838
148210,0,-6.5126133,42.88444
148208,0,-2.2673016,26.873632
148211,0,-11.171829,57.8878
148212,0,-2.3944712,50.471565
148213,0,-12.863619,43.92199
148214,0,-11.417711,40.556976
148215,0,-13.567052,50.940586
